iter	Passed	Remaining
1661	93645	19044
1662	93693	18986
1663	93754	18931
1664	93823	18877
1665	93902	18825
1666	93962	18769
1667	94012	18712
1668	94076	18657
1669	94133	18601
1670	94191	18545
1671	94245	18488
1672	94295	18430
1673	94367	18377
1674	94421	18320
1675	94464	18261
1676	94518	18204
1677	94575	18148
1678	94632	18092
1679	94701	18038
1680	94756	17981
1681	94807	17924
1682	94861	17867
1683	94922	17812
1684	94971	17754
1685	95020	17696
1686	95081	17641
1687	95155	17588
1688	95209	17531
1689	95273	17476
1690	95323	17418
1691	95382	17362
1692	95437	17306
1693	95484	17248
1694	95536	17190
1695	95595	17135
1696	95648	17078
1697	95688	17018
1698	95743	16962
1699	95805	16906
1700	95866	16851
1701	95920	16794
1702	95975	16737
1703	96058	16686
1704	96114	16629
1705	96165	16572
1706	96213	16514
1707	96259	16456
1708	96321	16401
1709	96385	16346
1710	96441	16289
1711	96502	16234
1712	96555	16177
1713	96607	16119
1714	96677	16065
1715	96732	16009
1716	96793	15953
1717	96844	15896
1718	96893	15838
1719	96967	15785
1720	97018	15728
1721	97067	15670
1722	97120	15613
1723	97181	15558
1724	97242	15502
1725	97296	15445
1726	97368	15391
1727	97424	15335
1728	97473	15277
1729	97522	15220
1730	97578	15163
1731	97650	15109
1732	97716	15054
1733	97766	14997
1734	97821	14941
1735	97892	14886
1736	97944	14829
1737	98001	14773
1738	98053	14716
1739	98116	14661
1740	98169	14604
1741	98230	14548
1742	98295	14493
1743	98350	14436
1744	98414	14381
1745	98476	14325
1746	98537	14270
1747	98581	14211
1748	98636	14155
1749	98701	14100
1750	98755	14043
1751	98816	13987
1752	98884	13932
1753	98927	13874
1754	98979	13817
1755	99021	13759
1756	99099	13705
1757	99161	13650
1758	99199	13591
1759	99261	13535
1760	99312	13478
1761	99379	13423
1762	99450	13369
1763	99511	13313
1764	99566	13256
1765	99613	13199
1766	99673	13143
1767	99714	13084
1768	99779	13029
1769	99832	12972
1770	99887	12916
1771	99954	12860
1772	100005	12803
1773	100064	12747
1774	100116	12690
1775	100173	12634
1776	100230	12578
1777	100281	12521
1778	100334	12464
1779	100387	12407
1780	100435	12350
1781	100487	12293
1782	100551	12237
1783	100608	12181
1784	100664	12124
1785	100744	12071
1786	100803	12015
1787	100864	11959
1788	100920	11902
1789	100985	11847
1790	101035	11790
1791	101096	11734
1792	101146	11677
1793	101217	11622
1794	101276	11566
1795	101336	11510
1796	101391	11453
1797	101443	11396
1798	101497	11340
1799	101548	11283
1800	101603	11226
1801	101667	11171
1802	101716	11113
1803	101774	11057
1804	101845	11002
1805	101903	10946
1806	101966	10890
1807	102022	10834
1808	102070	10776
1809	102124	10720
1810	102183	10664
1811	102252	10609
1812	102316	10553
1813	102374	10497
1814	102421	10439
1815	102479	10383
1816	102545	10327
1817	102608	10272
1818	102670	10216
1819	102720	10159
1820	102784	10103
1821	102844	10047
1822	102892	9990
1823	102967	9935
1824	103020	9878
1825	103090	9823
1826	103149	9767
1827	103215	9711
1828	103283	9656
1829	103335	9599
1830	103398	9543
1831	103461	9487
1832	103535	9432
1833	103591	9376
1834	103653	9320
1835	103709	9263
1836	103759	9206
1837	103819	9150
1838	103865	9093
1839	103915	9036
1840	103965	8979
1841	104020	8922
1842	104075	8865
1843	104150	8810
1844	104217	8755
1845	104267	8698
1846	104327	8642
1847	104373	8584
1848	104421	8527
1849	104469	8470
1850	104532	8414
1851	104600	8358
1852	104659	8302
1853	104723	8246
1854	104769	8189
1855	104827	8133
1856	104896	8077
1857	104947	8020
1858	105021	7965
1859	105075	7908
1860	105124	7851
1861	105174	7794
1862	105247	7739
1863	105306	7683
1864	105364	7626
1865	105435	7571
1866	105483	7514
1867	105550	7458
1868	105591	7400
1869	105665	7345
1870	105724	7289
1871	105784	7233
1872	105832	7176
1873	105885	7119
1874	105937	7062
1875	106001	7006
1876	106063	6950
1877	106124	6894
1878	106175	6837
1879	106250	6781
1880	106318	6726
1881	106399	6671
1882	106467	6615
1883	106520	6558
1884	106594	6503
1885	106645	6446
1886	106732	6391
1887	106789	6334
1888	106843	6278
1889	106919	6222
1890	106974	6166
1891	107046	6110
1892	107099	6053
1893	107155	5997
1894	107210	5940
1895	107278	5884
1896	107337	5828
1897	107393	5771
1898	107448	5714
1899	107503	5658
1900	107569	5602
1901	107621	5545
1902	107678	5488
1903	107746	5432
1904	107812	5376
1905	107882	5320
1906	107933	5263
1907	107988	5206
1908	108033	5149
1909	108083	5092
1910	108140	5036
1911	108214	4980
1912	108269	4923
1913	108311	4866
1914	108365	4809
1915	108428	4753
1916	108492	4697
1917	108542	4640
1918	108594	4583
1919	108644	4526
1920	108697	4470
1921	108757	4413
1922	108810	4356
1923	108858	4300
1924	108919	4243
1925	108965	4186
1926	109012	4129
1927	109075	4073
1928	109121	4016
1929	109194	3960
1930	109261	3904
1931	109329	3848
1932	109395	3791
1933	109443	3734
1934	109505	3678
1935	109565	3622
1936	109644	3566
1937	109690	3509
1938	109745	3452
1939	109807	3396
1940	109868	3339
1941	109903	3282
1942	109967	3226
1943	110041	3169
1944	110102	3113
1945	110171	3057
1946	110232	3000
1947	110289	2944
1948	110334	2887
1949	110387	2830
1950	110446	2773
1951	110498	2717
1952	110547	2660
1953	110588	2603
1954	110651	2546
1955	110713	2490
1956	110761	2433
1957	110809	2376
1958	110875	2320
1959	110946	2264
1960	111011	2207
1961	111069	2151
1962	111123	2094
1963	111184	2038
1964	111232	1981
1965	111304	1924
1966	111364	1868
1967	111440	1812
1968	111492	1755
1969	111546	1698
1970	111604	1642
1971	111658	1585
1972	111711	1528
1973	111765	1472
1974	111831	1415
1975	111900	1359
1976	111957	1302
1977	112026	1245
1978	112080	1189
1979	112132	1132
1980	112196	1076
1981	112263	1019
1982	112312	962
1983	112354	906
1984	112412	849
1985	112462	792
1986	112528	736
1987	112599	679
1988	112651	623
1989	112718	566
1990	112775	509
1991	112820	453
1992	112880	396
1993	112929	339
1994	112983	283
1995	113040	226
1996	113093	169
1997	113155	113
1998	113201	56
1999	113249	0
